"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-tandem_repeat-Unknown","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-RC-tandem_repeat-Unknown","DNA-LTR-RC-Unknown","DNA-LTR-tandem_repeat-Unknown","DNA-LTR-Unknown","DNA-RC","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC","LINE-LTR-RC-tandem_repeat-Unknown","LINE-LTR-RC-Unknown","LINE-LTR-Simple-tandem_repeat","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-tandem_repeat","LINE-RC-Unknown","LINE-Simple","LINE-Simple-tandem_repeat","LINE-Simple-tandem_repeat-Unknown","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-Simple","LTR-Simple-tandem_repeat","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-tandem_repeat","Satellite","Satellite-tandem_repeat","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"Scaffold_307",32729,11.9099269760763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6356747838309,NA,NA,NA,NA,NA,NA,2.69791316569403,0.0183323657918054,0.119160377646735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244431543890739,NA,23.5295914937823,NA,5.8449692932873
"Scaffold_205",17996,9.75772393865303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1322516114692,NA,NA,NA,NA,NA,NA,2.3838630806846,NA,0.122249388753056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76261391420316,NA,27.4561013558569,NA,8.38519671038008
"Scaffold_222",36982,8.89351576442594,NA,NA,NA,NA,NA,NA,NA,0.405602725650316,0.127088854037099,0.189281271970148,NA,NA,NA,NA,0.754421069709588,NA,NA,NA,NA,NA,0.164945108431129,1.11135146828187,0.00540803634200422,0.00811205451300633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0189281271970148,47.8394894813693,NA,NA,NA,NA,NA,NA,2.86625926126224,0.0621924179330485,0.338002271375264,11.2838678275918,1.0248228868098,NA,0.854469742036667,NA,NA,NA,NA,NA,NA,NA,NA,2.52825698988697,NA,8.79076307392786,NA,12.7332215672489
"Scaffold_127",330409,76.0723830162011,0.592296214691488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0508460725948748,2.98629879936685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5726266536323,NA,NA,NA,NA,NA,NA,0.280258709659846,NA,0.0517540381769262,0.302655194017112,0.0363186232820535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49467780841321,NA,0.0732425569521411,NA,1.48664231301205
"Scaffold_248",165342,54.7870474531577,NA,0.944708543503768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13742424792249,NA,NA,NA,NA,NA,NA,NA,NA,0.00846729808518102,NA,NA,NA,NA,NA,1.00216520908178,NA,0.129428699302053,17.565409877708,0.0133057541338559,NA,NA,NA,NA,NA,0.497151359001343,0.633232935370323,0.942289315479431,5.01566450145758,0.128219085289884,0.0562470515658453,0.801974090067859,NA,NA,NA,NA,NA,NA,NA,NA,3.07241959090854,NA,0.226802627281634,NA,5.03804236068271
"Scaffold_414",22190323,79.0481778926787,0.651702996842362,0.0355965976700745,2.70388132700908e-05,4.50646887834846e-05,NA,NA,NA,0.00396118614406829,0.0127488004568478,0.0120593107184605,7.66099709319238e-05,0.000153219941863848,0.0128389298344148,0.000153219941863848,0.0168046224473614,0.00090580024454804,0.00115365603285721,NA,0.0121494400960274,0.0147992437964963,0.00465518235133396,0.0644605308358964,2.93058375040327,0.00945457170677507,NA,NA,3.60517510267877e-05,NA,2.70388132700908e-05,0.00532664621420788,0.000986916684358312,0.0146640497301459,0.0011806948461273,0.00412341902368884,NA,NA,NA,0.0200673059152857,0.0039341473307982,0.0424419238962858,7.38480012210728,0.0223565921054867,0.00296976299083163,0.000166739348498893,0.0708867554564213,4.50646887834846e-05,NA,0.182511989573113,0.0603866829698693,0.343442499687814,0.777550646739121,0.0835589459423371,0.103829042957148,0.121449336271491,NA,NA,NA,NA,0.0037854338578127,0.00112661721958711,0.000356011041389528,9.01293775669692e-06,5.50453907318068,NA,0.239969467772055,0.000441633950078149,2.17052270938102
"Scaffold_361",171566,75.9299628131448,0.73965704160498,0.10141869601203,NA,NA,NA,NA,NA,NA,0.100252963873961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117738945945001,3.50943660165767,0.0792697853887134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00233146427613863,9.83003625426949,NA,NA,NA,NA,NA,NA,0.315913409416784,0.571208747653964,0.174859820710397,0.935500040800625,0.081601249664852,NA,0.0524579462131191,NA,NA,NA,NA,0.15271091008708,0.171362624296189,NA,NA,4.61280207034028,NA,0.0238975088304209,NA,2.49758110581351
"Scaffold_155",896135,77.1352530589699,0.0720873529099968,NA,NA,NA,NA,NA,NA,0.0167385494373058,0.00591428746784804,0.0274512210771815,NA,NA,0.107126716398757,NA,0.00557951647910192,NA,NA,NA,0.0714178109325046,NA,NA,0.0299062083279863,1.74627706762932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00446361318328154,NA,0.00368248087620727,6.24838891461666,NA,NA,NA,NA,NA,NA,0.126766614405196,0.0129444782315165,0.304195238440637,0.0657267041238206,NA,NA,NA,1.55746622997651,0.0191935366881106,NA,NA,NA,NA,NA,NA,7.32690945002706,NA,0.345595250715573,NA,4.76691569908552
"Scaffold_383",629631,73.3011875209448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994391953382219,0.0215999529883376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6119298446233,0.000317646367475553,NA,NA,NA,NA,NA,0.575098748314489,0.112287990902608,0.337340442259037,1.01535661363561,0.00587645779829773,NA,0.0436763755278886,1.42543807404654,0.00317646367475553,0.0219175993558132,NA,NA,NA,NA,NA,9.63596138055464,NA,0.0200117211509598,NA,1.87443121447324
"Scaffold_380",232162,49.6166469964938,0.202875578260008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74490226652079,0.00129220113541406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6290693567423,0.353201643679844,NA,NA,0.00129220113541406,NA,NA,0.233888405509946,0.71114135818954,0.855006417932306,11.5152350513865,1.26506491157037,1.71604310782988,3.20250514726786,NA,NA,NA,NA,NA,NA,NA,NA,3.74350668929454,NA,1.38050154633403,NA,5.82782712071743
"Scaffold_349",160160,49.7902097902098,0.0218531468531469,NA,NA,NA,NA,NA,NA,NA,NA,0.00811688311688312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0699300699300699,4.35002497502497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255994005994006,NA,NA,19.8763736263736,0.464535464535465,NA,NA,NA,NA,NA,0.568181818181818,0.371503496503497,1.08516483516484,5.18356643356643,3.2273976023976,0.334040959040959,0.288461538461538,NA,NA,NA,NA,NA,NA,NA,NA,10.6012737262737,NA,0.500124875124875,NA,3.00324675324675
"Scaffold_229",19231,12.9322448130622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05792730487234,NA,NA,NA,NA,NA,NA,0.894389267328792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1707659508086,NA,35.3803754354948,NA,8.56429722843326
"Scaffold_217",48296,5.95287394401193,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144939539506377,NA,NA,NA,NA,0.517641212522776,NA,NA,NA,NA,NA,NA,0.567334768924963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5194633095909,NA,NA,NA,NA,NA,NA,0.534205731323505,0.341643200265032,1.61918171277124,12.4710120920987,6.72105350339573,7.64866655623654,2.02087129368892,NA,NA,NA,NA,NA,NA,NA,NA,14.0881232400199,NA,13.2847440781845,NA,11.568245817459
"Scaffold_4",192509,77.4104067861762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.455521560031,NA,NA,NA,NA,NA,NA,0.277909084770063,NA,0.402059124508465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49466778176605,NA,NA,NA,0.959435662748235
"Scaffold_73",114898,59.786941461122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20980347786733,0.236731709864401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035683823913384,NA,NA,22.1474699298508,NA,NA,NA,NA,NA,NA,0.702362095075632,NA,0.013925394697906,2.1392887604658,0.0974777628853418,NA,0.221935977997876,NA,NA,NA,NA,NA,NA,NA,NA,8.70163101185399,NA,0.161882713363157,NA,2.54486588104232
"Scaffold_1",35089,36.418820713044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199492718515774,NA,NA,NA,NA,0.752372538402348,NA,NA,NA,NA,NA,NA,NA,24.4036592664368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2295306221323,NA,NA,NA,NA,NA,NA,0.598478155547323,NA,0.113995839151871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6075978226795,NA,NA,NA,2.67605232409017
"Scaffold_100",28698,11.3039236183706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5898668896787,0.470416056868074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320579831347132,NA,NA,32.5179455014287,0.156805352289358,0.0627221409157433,NA,NA,NA,NA,2.21618231235626,NA,NA,17.8932329779079,4.86445048435431,10.6314028852185,2.37298766464562,NA,NA,NA,NA,NA,NA,NA,NA,0.449508676562827,NA,NA,NA,2.14997560805631
"Scaffold_291",15090,24.4068919814447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0231941683234,NA,NA,NA,NA,NA,NA,0.530152418820411,NA,0.0331345261762757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530152418820411,NA,23.6978131212724,NA,5.77866136514248
"Scaffold_65",38746,26.6298456614876,0.19614927992567,0.00258091157796934,NA,NA,NA,NA,NA,0.387136736695401,0.136788313632375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707169772363599,0.185825633613792,0.381974913539462,0.00258091157796934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129045578898467,NA,0.415526764053064,41.1319878180974,NA,NA,NA,NA,NA,NA,1.72146802250555,0.126464667320498,1.42982501419501,1.68791617199195,1.22593299953544,NA,1.27497031951685,NA,NA,NA,NA,NA,NA,NA,NA,5.41733340215764,NA,5.00696846126052,NA,11.9186496670624
"Scaffold_280",3960505,83.4192861768891,0.768083868092579,0.0317636261032368,NA,NA,NA,NA,NA,0.00757479159854614,0.0259057872670278,0.00484786662306953,NA,NA,0.0237848456194349,0.000833227075840076,0.030425412920827,NA,NA,NA,0.0239868400620628,0.00676681382803456,0.00631232633212179,0.107233799730085,3.34409374562082,0.0286327122425044,NA,NA,NA,NA,NA,0.00335815760868879,0.000908974991825537,0.0210579206439583,0.00121196665576738,0.00017674513729941,NA,NA,NA,0.024567574084618,NA,0.0203256907894322,3.42835067750199,0.0650927091368399,0.00035349027459882,0.000732229854526127,0.0635525015118022,NA,NA,0.105264353914463,0.030475911531484,0.197474816974098,0.901021460647064,0.177452117848608,0.086504120055397,0.14821342227822,NA,NA,NA,NA,0.00492361453905499,NA,NA,NA,4.7514900246307,NA,0.196363847539645,NA,1.94159583184468
"Scaffold_189",194860,81.450785179103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851893667248281,0.494200964795238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1344555065175,13.3388073488659,0.0667145643025762,0.0677409422149235,NA,0.00153956686852099,NA,NA,0.217592117417633,NA,0.453145848301345,0.361798214102433,0.0215539361592939,0.0200143692907729,0.199630503951555,NA,NA,NA,NA,NA,NA,NA,NA,1.91881350713333,NA,0.210920660987376,NA,0.957097403263882
"Scaffold_278",431038,77.7112458762336,0.270741790746988,NA,NA,NA,NA,NA,NA,NA,NA,0.0389756819584352,NA,NA,0.136182888747628,NA,0.0477916100204622,NA,NA,NA,0.0498795929825213,NA,0.0341037217136308,0.106719129171906,1.73209786608141,NA,NA,NA,NA,NA,NA,0.0624074907548754,0.00556795456549075,0.0586955210445483,0.0120639015585633,NA,NA,NA,NA,0.0366557008894807,NA,NA,9.44487492982057,0.00255197917584993,NA,NA,0.381636885843012,NA,NA,0.357277084618989,0.130382936075242,0.53869960421123,0.0821273298409885,0.0150798769482041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84023218370538,NA,0.156366724047532,NA,1.74764173924341
"Scaffold_13",320608,49.3743138037728,2.00805968659547,0.0586385866852979,NA,NA,NA,NA,NA,NA,0.0542718834214992,0.165622816648368,NA,NA,NA,NA,0.175603852679908,NA,NA,NA,0.000311907375985627,0.0102929434075257,0.0907650464118176,0.633795788002795,5.02139684599261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224573310709652,0.000311907375985627,0.408286755165186,19.4720655754067,0.00623814751971255,NA,NA,0.000935722127956882,NA,NA,0.340914761952291,0.314090727617527,2.48808513823735,3.73072412416409,0.536480686695279,0.824059287354027,0.658124563329674,NA,NA,NA,NA,NA,NA,NA,NA,7.16763150014972,NA,0.546149815350833,NA,5.89037079548857
"Scaffold_62",7887,4.34892861671104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1115760111576,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1034613921643,0.469126410549005,NA,2.96690756941803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scaffold_22",541229,76.400931953018,0.533230850527226,0.0310404653113562,NA,NA,NA,NA,NA,0.00110858804683415,0.0317795240092456,0.0254975250771854,NA,NA,NA,NA,0.110674040008943,NA,NA,NA,NA,NA,NA,0.0569075197374863,3.48540081924657,0.00295623479155773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01958505549407,0.000739058697889433,0.0321490533581903,9.46992862540625,0.000923823372361791,NA,NA,0.000554294023417075,NA,NA,0.0764925752315563,0.287493833478989,0.52177544070994,0.709865879322801,0.144116446088439,0.0419415811052253,0.0766773399060287,NA,NA,NA,NA,NA,NA,NA,NA,4.35656625938374,NA,0.317610475417984,NA,3.26405273922868
"Scaffold_167",33013,16.8963741556357,5.88556023384727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0181746584678763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7921121982249,NA,NA,NA,NA,NA,NA,NA,3.88937691212553,7.31832914306485,2.58988883167237,0.175688365189471,NA,0.551297973525581,NA,NA,NA,NA,NA,NA,NA,NA,1.16923636143337,NA,1.04504286190289,NA,9.66891830491019
"Scaffold_329",471541,70.7200434320663,0.268057284520328,0.0394451383866938,0.000212070636487601,NA,NA,NA,NA,NA,0.035627866929917,0.0150570151906197,NA,NA,NA,NA,0.0559866480327267,NA,NA,NA,NA,NA,NA,0.071255733859834,4.16973285461922,0.000636211909462804,NA,NA,NA,NA,NA,0.027145041470413,0.00402934209326442,NA,NA,NA,NA,NA,NA,0.00657418973111564,NA,0.0110276730973553,11.4373935670493,NA,NA,NA,0.177503122740122,NA,NA,0.261058953516237,0.0301140303812394,0.0827075482301645,0.107095671426239,0.0453831162083467,0.0422020566610327,0.00169656509190081,NA,NA,NA,NA,NA,NA,NA,NA,7.47782271318931,NA,1.30635512076362,NA,3.60583703219868
