"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-tandem_repeat-Unknown","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-RC-tandem_repeat","DNA-LTR-RC-Unknown","DNA-LTR-tandem_repeat","DNA-LTR-tandem_repeat-Unknown","DNA-LTR-Unknown","DNA-RC","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC-Unknown","LINE-LTR-Simple-tandem_repeat","LINE-LTR-Simple-tandem_repeat-Unknown","LINE-LTR-Simple-Unknown","LINE-LTR-tandem_repeat","LINE-LTR-Unknown","LINE-RC","LINE-RC-tandem_repeat","LINE-RC-tandem_repeat-Unknown","LINE-RC-Unknown","LINE-Simple-tandem_repeat","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-Satellite","LTR-Satellite-Unknown","LTR-Simple","LTR-Simple-tandem_repeat","LTR-Simple-tandem_repeat-Unknown","LTR-Simple-Unknown","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-tRNA","LTR-tRNA-Unknown","LTR-Unknown","RC","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-tandem_repeat","rRNA-Unknown","Satellite","Satellite-tandem_repeat","Satellite-tandem_repeat-Unknown","Satellite-Unknown","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","tRNA-Unknown","Unknown"
"Scaffold_248",165342,69.4917201920867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13904513069879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00120961401216872,9.5390160999625,0.0114913331156028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399172624015677,7.27945712523134,0.0671335776753638,0.00786249107909666,0.765080862696713,NA,NA,NA,NA,NA,NA,NA,0.0290307362920492,NA,NA,NA,5.37915351211428,NA,0.162088277630608,NA,NA,2.08779378500321
"Scaffold_36",780418,66.7938207473431,1.74855013595278,0.136593466578167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0311371598297323,NA,NA,NA,0.0228082899164294,0.0675279145278556,0.270496067492036,2.78632732715032,0.000256272920409319,NA,NA,NA,NA,NA,0.000640682301023298,NA,NA,NA,NA,NA,0.105456306748435,NA,0.000256272920409319,10.3030683556761,0.00102509168163728,NA,NA,0.0762411938217724,NA,NA,NA,NA,NA,NA,1.01304685437804,0.120832681972994,NA,NA,0.520874710731941,2.15205184913726,0.126086276841385,0.473336083996012,0.571104203132168,NA,NA,NA,NA,NA,NA,NA,0.00615055008982366,NA,NA,NA,8.19099508212266,NA,0.429897823986633,NA,NA,4.05141859875093
"Scaffold_13",320608,77.7036131350434,0.762301626908873,0.036805070366304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00249525900788502,NA,NA,0.0034309811358419,NA,0.0131001097913963,0.153770336360914,2.14467511727717,0.0564552350533985,NA,NA,NA,NA,0.0143477392953389,NA,NA,NA,NA,NA,NA,NA,NA,0.0598862161892404,5.64708304221978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255140233556243,0.0458503842698872,NA,NA,0.148779818345144,0.351831520111788,0.0645648268290249,0.210225571414313,0.171860964168081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.10675965665236,NA,0.143165485577403,NA,NA,2.90385767042619
"Scaffold_61",264176,71.6298982496517,0.797574344376476,0.125673793228757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00567803282660045,0.076085639876446,NA,NA,NA,NA,NA,0.00378535521773363,0.0238477378717219,9.50919084246866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61131972624311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426988068560354,0.422445642299073,NA,NA,0.110153836836049,1.21623463145782,NA,NA,0.0628368966143783,0.483768396826358,0.0204409181757616,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58121858155169,NA,0.690070256192841,NA,NA,3.20278904972443
"Scaffold_157",32854,10.9149570828514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4686796128325,0.133925853777318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9553174651488,0.0365252328483594,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46849698666829,0.179582394837767,NA,NA,7.75552444146831,11.8067815182322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359164789675534,NA,3.02246301820174,NA,NA,7.89858160345772
"Scaffold_395",67686,38.1334397068818,0.644150932245959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48015837839435,0.00295482079011908,NA,NA,NA,NA,NA,3.76739650740183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0517093638270839,NA,NA,23.7730106669031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308778772567444,0.0620512365925007,NA,NA,2.57364890819372,1.63401589693585,0.124102473185001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2860857488993,NA,0.162515143456549,NA,NA,1.99598144372544
"Scaffold_217",48296,9.44177571641544,0.161504058307106,NA,NA,NA,NA,0.14908066920656,0.159433493457015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147010104356468,0.163574623157197,0.147010104356468,NA,NA,0.795096902434984,NA,NA,NA,NA,NA,NA,NA,NA,0.219479874109657,1.02907073049528,0.254679476561206,NA,0.248467782010933,1.27339738280603,0.136657280106013,24.4595825741262,NA,NA,NA,0.00414112970018221,NA,NA,NA,NA,NA,NA,0.370631108166308,0.0227762133510022,NA,NA,2.32524432665231,11.4419413616034,1.24648003975485,10.0795096902435,1.05184694384628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83485174755673,NA,21.8506708630114,NA,NA,6.98608580420739
"Scaffold_405",195987,75.08151050835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343390122814268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75166720241649,0.185726604315592,0.0382678442957951,0.148479235867685,0.132661860225423,NA,NA,NA,NA,NA,NA,0.139294953236694,0.0224504686535331,NA,NA,0.832708291876502,2.49914535147739,0.518911968650982,NA,0.887303749738503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44073331394429,NA,0.0443906993831224,NA,NA,2.93335782475368
"Scaffold_209",141839,47.3684952657591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55445963381016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0084602965333935,NA,0.039481383822503,8.41940510014876,0.000705024711116125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0578120263115222,0.000705024711116125,NA,NA,0.656378006049112,4.70603994670013,0.0648622734226835,NA,0.262269192535198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3508837484754,NA,1.70897989974549,NA,NA,2.80106317726436
"Scaffold_258",408087,71.6482024666309,0.221031299698349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162955448225501,0.000735137360415794,0.0154378845687317,0.0247496244673317,4.17141442878602,0.00563605309652108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191870851068522,NA,NA,12.3782428746811,0.0318559522846844,NA,NA,0.0237694413201107,0.000490091573610529,0.000735137360415794,NA,NA,NA,NA,0.424174256959913,0.0173982508631738,NA,NA,0.649861426607562,0.150703158885238,NA,NA,0.0482740200006371,0.969646178388432,0.0350415475131528,NA,0.135265274316506,0.0210739376652528,NA,NA,NA,NA,NA,NA,7.87528149634759,NA,0.0637119045693688,NA,NA,0.732441856760936
"Scaffold_383",629631,53.9252355744873,0.597651640405253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158823183737777,0.0123882083315466,NA,NA,0.0080999823706266,0.00428822596091997,0.0484410710400219,0.017788196578631,6.17155127368252,0.0532057665521552,NA,NA,NA,NA,0.00825880555436438,NA,NA,NA,NA,NA,NA,0.695169075220248,NA,0.0244587702956176,20.5418729382765,0.00460587232839552,NA,NA,0.00397057959344441,NA,NA,0.00047646955121333,0.00381175640970664,NA,NA,0.507598895225934,0.113399753188772,NA,NA,0.540157647892178,3.87512686001801,0.0989468434686348,0.0806821773387905,0.492987162322059,1.14829161842412,NA,NA,NA,NA,NA,NA,NA,0.0131823242502355,NA,NA,7.91733570932816,NA,0.861298125409962,NA,NA,2.22955985331091
"Scaffold_116",27208793,92.6670029060091,0.243281647958438,NA,NA,NA,NA,NA,NA,NA,NA,4.41033896652454e-05,NA,NA,NA,NA,NA,2.57269773047265e-05,0.000404281071931416,NA,NA,NA,0.00161712428772566,0.000922495900498049,0.0104451527857189,0.202971149804403,NA,NA,NA,0.000393255224515104,NA,NA,NA,NA,NA,NA,NA,NA,0.00112831171893586,NA,0.00271235846441259,0.307955593620048,0.00110993530657534,NA,NA,NA,NA,NA,8.08562143862831e-05,0.00141130846928785,0.000610096890369227,NA,0.0182220504966905,0.00150319053109045,NA,NA,0.0221288757645369,0.132141106002019,0.0146202736740288,0.00509026622386373,0.0122423659145777,0.0122680928918824,0.000874717228360699,1.47011298884151e-05,0.0176670828434029,0.0153479796035054,0.00716312553813027,0.00475214023643019,0.00795331126963258,0.00498000774970062,NA,NA,5.59556610982339,NA,0.0877510443039498,0.000356502399794067,NA,0.597240752281808
"Scaffold_225",504029,80.918756658843,0.724164681000498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44523827002018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0676548373208685,NA,0.0333314154542695,6.54942473548149,NA,NA,0.00912645899343093,0.11586634896008,NA,NA,NA,NA,NA,NA,0.10812869894391,0.0263873705679634,NA,NA,0.195822065793833,1.81061010378371,0.0220225423537138,0.0277761795452246,0.114080737417887,NA,NA,NA,NA,NA,NA,NA,0.00793605129863559,NA,NA,NA,4.1547212561182,NA,0.189076422189993,NA,NA,1.47987516591307
"Scaffold_74",280035,63.3392254539611,0.786687378363419,NA,NA,NA,NA,NA,NA,NA,NA,0.0014283928794615,NA,NA,NA,NA,NA,NA,0.00357098219865374,NA,NA,0.0014283928794615,0.00428517863838449,0.0846322781080936,0.325316478297356,6.42169728783902,0.0232113842912493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110700448158266,NA,0.0253539736104416,18.4487653329048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706697377113575,0.115699823236381,NA,NA,0.548145767493349,1.36518649454532,0.194261431606763,NA,0.133197636009784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08520363525988,NA,0.66384559072973,NA,NA,2.71108968521792
"Scaffold_348",173843,51.0725194572114,1.4610884533746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000575231674556928,NA,NA,NA,NA,NA,NA,0.25655332685239,4.88774353871022,0.00115046334911386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0276111203787325,NA,NA,22.9137785243007,0.0632754842012621,0.0868599828580961,0.0673021059231605,NA,NA,NA,NA,NA,NA,NA,0.873201681977416,0.178897050787205,NA,NA,1.00090311372905,9.2911420074435,0.120798651656955,0.0931875312782223,1.11192282691854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49593023590251,NA,0.169118112319737,NA,NA,3.82644109915268
"Scaffold_191",201142,61.7603484105756,2.96755525946844,0.179972357836752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00149148362848137,NA,0.00049716120949379,0.0198864483797516,0.0696025693291307,0.0865060504519195,0.181961002674727,3.45477324477235,0.149148362848137,NA,NA,NA,NA,0.0258523828936771,NA,NA,NA,NA,NA,NA,0.00497161209493791,NA,0.073579859005081,20.533255113303,0.00248580604746895,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53403068478985,0.140199461077249,NA,NA,1.13054459038888,0.77905161527677,0.0780543098905251,0.00795457935190065,0.042755864016466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36706406419346,NA,0.0536934106253294,NA,NA,1.35476429587058
"Scaffold_282",94910,53.5391423453798,0.00526814877252134,0.354019597513434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50300284480034,0.0400379306711622,NA,NA,NA,NA,0.0168580760720683,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1985038457486,0.00105362975450427,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8879991570962,NA,NA,NA,NA,0.141186387103572,0.0221262248445896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76335475713834,NA,0.262353808871563,NA,NA,4.26509324623327
"Scaffold_343",189248,58.5971846466013,1.39446652012174,NA,NA,NA,NA,NA,NA,NA,NA,0.00686929320257017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0660508961785593,5.05949864727765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269487656408522,18.7299205275617,0.0290623943185661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27504649983091,0.512554954345621,NA,NA,0.757735880960433,3.94931518430842,0.0903576259722692,NA,0.443862022319919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00321271559013,NA,0.558526378085898,NA,NA,4.49938704768346
"Scaffold_329",471541,58.8973175185191,0.600371971896399,NA,NA,NA,NA,NA,NA,NA,NA,0.00954317864194206,NA,NA,NA,NA,NA,0.000424141272975203,NA,NA,NA,0.0273571121069006,0.00699833100409084,NA,0.0269329708339254,5.16710105802041,0.0405054915691318,NA,NA,NA,NA,0.00975524927842966,NA,NA,NA,NA,NA,NA,NA,NA,0.0428382685704955,19.0252809405757,0.00190863572838841,NA,NA,0.126182028710123,NA,NA,NA,NA,NA,NA,0.461041563724045,0.475038225732227,NA,NA,0.943290191096851,0.480764132917392,0.00996731991491726,0.211010283305163,0.126182028710123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69091553014478,NA,2.33192871881766,NA,NA,5.28734510890887
"Scaffold_50",508978,74.730931395856,1.41067000931278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00137530502300689,NA,NA,NA,NA,NA,0.00609063653045908,0.0141459945223566,0.103737293163948,1.5823866650425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127903367139641,NA,NA,9.80062006609323,0.000392944292287682,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373493549819442,0.017289548860658,NA,NA,0.724392802832342,1.38394979743722,0.016110715983795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19865298696604,NA,0.704156171779527,NA,NA,3.80370074934477
"Scaffold_413",26501692,95.73012545765,0.0560303847769418,3.77334398120694e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00188667199060347,NA,NA,NA,0.00135085714527208,0.00216967278919399,0.0133991444772658,0.118460360946011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00122633679389225,0.000128293695361036,0.00368278372565797,0.199051441696628,0.0020149656859645,0.000169800479154312,NA,0.000366014366177073,NA,NA,NA,0.000264134078684486,NA,NA,0.00290924820951055,NA,NA,NA,0.00347147646271038,0.243369366755904,0.0187648396185421,0.00356581006224055,0.00586377654679558,0.000969749403170182,NA,NA,0.0026639808507321,NA,0.00060373503699311,0.00354316999835331,0.00233569992436709,0.00210929928549468,NA,NA,3.25738824524864,0.000207533918966381,0.0151084693007526,0.00156593775220088,NA,0.305195607887979
