"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-tandem_repeat","DNA-LINE-tandem_repeat","DNA-LTR","DNA-LTR-tandem_repeat","DNA-LTR-Unknown","DNA-RC","DNA-Satellite","DNA-tandem_repeat","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-rRNA","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-Unknown","LINE-rRNA","LINE-rRNA-tandem_repeat","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-tandem_repeat","LTR-rRNA","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-tandem_repeat","RC-Unknown","rRNA","rRNA-tandem_repeat","Satellite","Satellite-tandem_repeat","Simple","Simple-tandem_repeat","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"NW_001845187.1 chr3CEN 211000022280446 ",3970,2.56926952141058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.90176322418136,5.44080604534005,NA,0.226700251889169,NA,NA,NA,NA,NA,NA,0.377833753148615,NA,NA,76.9017632241814,NA,NA,NA,7.48110831234257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100755667506297,NA,NA,NA,NA
"NW_007931082.1 Unmapped_Scaffold_4_D1555_D1692 ",86267,52.3189632188438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73607520836473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3707906847346,NA,NA,NA,0.83577729606918,0.00347757543440713,2.0633614244149,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601620550152434,NA,0.12171514020425,NA,0.948218901781678
"NW_001847272.1 211000022279353 ",1006,0.298210735586481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7017892644135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_007931086.1 Unmapped_Scaffold_17_D1756_D1775 ",62570,61.3057375739172,2.09844973629535,NA,NA,NA,NA,1.48154067444462,NA,0.0623301901869906,NA,NA,NA,NA,3.20600926961803,0.703212402109637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8643119705929,NA,NA,NA,0.536998561610996,0.372382931117149,1.82675403548026,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88700655266102,NA,0.0942943902828832,NA,0.560971711682915
"NW_001845520.1 211000022279483 ",2574,13.3644133644134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6355866355866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_007931096.1 Unmapped_Scaffold_45_D1673 ",29583,46.6044687827468,1.90650035493358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145353750464794,0.0135212791130041,9.00517188926072,0.763952269884731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2184700672684,NA,NA,NA,0.321130378933847,NA,0.277186221816584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74424500557753
"NW_007931110.1 chrY Y_mapped_Scaffold_12_D1771 ",66439,42.9326148798146,0.820301329038667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0571953220247144,NA,8.36556841614112,3.7959632143771,NA,1.19357606225259,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4499766703292,NA,NA,NA,0.743539186321287,0.0556901819714324,2.74537545718629,NA,NA,NA,NA,NA,NA,0.650220503017806,NA,NA,1.21464802299854,NA,0.0872981230903535,NA,0.888032631436355
"NW_001846856.1 211000022279933 ",1108,4.33212996389892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6678700361011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845208.1 211000022279243 ",3807,6.67192014709745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.836354084581,NA,NA,NA,4.49172576832151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846452.1 211000022278758 ",1223,0.0817661488143908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1946034341782,NA,NA,NA,5.72363041700736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845685.1 chr3CEN 211000022279118 ",2198,0.0454959053685168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9372156505914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.01728844404,NA,NA,NA,NA
"NW_001846289.1 211000022278962 ",1293,0.154679040989946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6581593194122,NA,NA,NA,6.18716163959783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001844982.1 211000022279189 ",11958,75.2717845793611,0.434855326977756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68305736745275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2674360260913,NA,NA,NA,0.342866700117076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845093.1 211000022279559 ",5189,26.8645211023319,6.55232222008094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5831566775872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845085.1 211000022280727 ",5383,3.95690135612112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.0336243730262,NA,NA,NA,0.0557310050157905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520156046814044,NA,NA,NA,2.43358721902285
"NW_001846010.1 211000022279040 ",1581,0.0632511068943706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5585072738773,NA,NA,NA,41.5559772296015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822264389626818,NA,NA,NA,NA
"NW_001846466.1 chr3CEN 211000022279872 ",1218,40.4761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5008210180624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02298850574713,NA,NA,NA,NA
"NW_001845693.1 211000022278652 ",2185,0.045766590389016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.954233409611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001844944.1 chrX 211000022279009 ",13549,68.9423573695476,11.4694811425197,0.0147612369916599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4291091593476,NA,NA,NA,NA,NA,NA,NA,0.132851132924939,0.110709277437449,3.92648903978153,NA,NA,0.922577311978744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0516643294708097,NA,NA,NA,NA
"NW_001846015.1 211000022278176 ",1571,5.79248886059835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2807129217059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5716104392107,NA,NA,NA,2.35518777848504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847017.1 211000022279727 ",1064,0.093984962406015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.906015037594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845246.1 211000022278396 ",3553,11.0892203771461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7067267098227,NA,1.32282578103012,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2074303405573,NA,NA,NA,NA,NA,2.67379679144385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845328.1 211000022278219 ",3162,16.0657811511701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0746363061353,NA,NA,NA,11.8595825426945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_007931075.1 chr2CEN 2R2_mapped_Scaffold_56_D1828 ",13157,21.6234703959869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0883940107927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3380709888272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950064604393099,NA,NA,NA,NA
"NW_001847063.1 211000022279885 ",1053,0.0949667616334283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1509971509972,NA,NA,NA,2.75403608736942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845482.1 211000022279233 ",2647,0.0377786173026067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2244049867775,NA,NA,NA,1.73781639591991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_007931118.1 chrY Y_mapped_Scaffold_34_D1584 ",24380,2.32157506152584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55619360131255,NA,0.426579163248564,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1452009844134,NA,NA,NA,1.55045118949959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845248.1 chrY 211000022278601 ",3537,9.61266610121572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3873338987843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846677.1 chrY 211000022278995 ",1152,0.260416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7395833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847261.1 chrY 211000022279646 ",1010,0.099009900990099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9009900990099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_007931103.1 Unmapped_Scaffold_60_D1601 ",24503,20.8954005631963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00816226584499857,2.60376280455454,NA,0.146920785209974,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9790229767784,NA,NA,NA,0.371383095947435,NA,1.31412480104477,NA,NA,NA,NA,NA,0.00408113292249929,7.39501285556871,NA,NA,29.2821287189324,NA,NA,NA,NA
"NW_001846402.1 chrY 211000022278135 ",1237,31.2045270816492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.181083265966,NA,NA,NA,18.7550525464834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85933710590137,NA,NA,NA,NA
"NW_001846283.1 chrY 211000022279319 ",1297,0.0771010023130301,67.3862760215883,NA,NA,NA,NA,27.1395528141866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39707016191211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001847084.1 chrY 211000022278682 ",1049,0.0953288846520496,87.1306005719733,NA,NA,NA,NA,5.91039084842707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86367969494757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845465.1 211000022280707 ",2708,72.6366322008863,25.0738552437223,NA,NA,NA,NA,0.332348596750369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95716395864106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001846711.1 chrY 211000022279901 ",1144,23.3391608391608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5944055944056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0664335664336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NC_004353.4 chr4",1348131,89.457404362039,2.58394770241171,0.0188408989927537,0.00118682828300811,NA,NA,0.100880404055689,NA,NA,NA,NA,0.0158738282852334,NA,2.12286491446306,0.108001373753738,NA,0.00215112626295219,NA,NA,0.000741767676880066,NA,0.00252201010139222,NA,0.108075550521426,NA,NA,1.033504904197,0.175798939420576,0.00296707070752026,NA,0.0445060606128039,0.00667590909192059,0.0311542424289628,1.17829795472398,0.00860450505180876,NA,0.00556325757660049,NA,NA,NA,NA,NA,2.85172583376541,NA,0.00467313636434441,NA,0.134037419212228
"NW_001845284.1 chrX 211000022279188 ",3347,9.82969823722737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6806095010457,0.089632506722438,NA,NA,NA,NA,NA,NA,1.22497759187332,NA,NA,NA,NA,15.2076486405736,NA,NA,NA,NA,0.358530026889752,20.4362115327159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73289512996713,NA,1.22497759187332,NA,23.2148192411114
"NW_001845164.1 chrY 211000022280494 ",4197,22.6113890874434,36.0257326661901,NA,NA,NA,NA,6.90969740290684,NA,NA,NA,NA,NA,2.12056230640934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07433881343817,NA,NA,NA,NA,NA,8.33928996902549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9189897545866
"NW_001846388.1 chrY 211000022279491 ",1241,38.5173247381144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6575342465753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8251410153102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001844975.1 chr2CEN 211000022279594 ",12148,77.0085610800132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7362528811327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255186038854132,NA,NA,NA,NA
"NW_001846716.1 chrY 211000022278936 ",1142,48.9492119089317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0700525394046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9807355516637
"NW_001845798.1 211000022279851 ",1976,6.32591093117409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4574898785425,NA,NA,NA,NA,3.64372469635628,18.7246963562753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93522267206478,NA,21.912955465587
"NW_007931083.1 Unmapped_Scaffold_8_D1580_D1567 ",88768,60.8879325883201,2.19110490266763,NA,NA,NA,NA,0.0259102379235761,NA,NA,NA,NA,NA,NA,7.15460526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360490266762797,NA,NA,23.5816961067051,NA,NA,NA,0.785192862292718,NA,0.188130857966835,0.207281903388608,NA,NA,NA,NA,NA,NA,NA,NA,3.83358868060562,NA,NA,NA,0.784066330209084
"NW_007931116.1 chrY Y_mapped_Scaffold_26_D1717 ",21921,12.1071119018293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1470279640527,0.921490807901099,NA,0.237215455499293,NA,NA,NA,NA,NA,NA,0.17791159162447,NA,0.939738150631814,45.718717211806,NA,NA,NA,0.287395648008759,NA,0.0775512066055381,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214406277085899,NA,0.182473427307148,NA,1.98896035764792
"NW_007931080.1 chr3CEN 3Cen_mapped_Scaffold_41_D1641 ",22604,19.6779331091842,NA,1.67669439037339,1.37586267917183,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4452309325783,1.91116616528048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.913466643072,NA,NA,NA,1.1944788533003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.805167227039462,NA,NA,NA,NA
"NW_007931095.1 Unmapped_Scaffold_44_D1670 ",25698,1.48649700365787,4.07035566970192,NA,NA,NA,NA,0.0155654136508678,NA,NA,NA,NA,NA,NA,7.06669779749397,0.754922562067087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2941084909331,NA,NA,NA,1.16351467040237,0.350221807144525,4.7318857498638,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906685345163048,NA,NA,NA,0.159545489921395
"NW_001845348.1 211000022279179 ",3073,15.0992515457208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9007484542792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845366.1 211000022278883 ",2984,15.5495978552279,7.90884718498659,0.0335120643431635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4504021447721,6.60187667560322,NA,1.70911528150134,NA,NA,NA,NA,NA,NA,1.34048257372654,NA,NA,0.0670241286863271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33914209115281
"NW_001845354.1 211000022280261 ",3043,56.8846533026618,21.1633256654617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9520210318764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NW_001845969.1 chrY 211000022279582 ",1683,0.11883541295306,67.2014260249554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6797385620915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
